title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,Ground Clearance,Seating Capacity,Drive Type,Length,No. of Airbags,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC,Global NCAP Safety Rating,Top Speed
2019 Hyundai Creta 1.6 CRDi AT SX Plus,₹12.95 Lakh,"Bazargate, Mumbai",Nov 2019,Comprehensive,Diesel,5 Seats,"65,000 Kms",Mumbai,First Owner,1582 cc,Automatic,2019,1582 cc,126.2 bhp,17.01 kmpl,,190mm,5,FWD,,,,,,,,,
2021 Kia Seltos HTK Plus iMT,₹9.97 Lakh,"Ghatkopar West, Mumbai",Jul 2021,Comprehensive,Petrol,5 Seats,"24,267 Kms",Mumbai,Second Owner,1497 cc,Manual,2021,1497 cc,113.43 bhp,16.8 kmpl,Petrol,,5,FWD,,,,,,,,,
2019 Renault KWID RXT Optional,₹3.10 Lakh,"Mulund West, Mumbai",Oct 2019,Expired,Petrol,5 Seats,"76,175 Kms",Mumbai,First Owner,799 cc,Manual,2019,799 cc,53.3 bhp,25.17 kmpl,Petrol,,,,,1,,,,,,,
2022 Renault Triber RXT EASY-R AMT BSVI,₹6.50 Lakh,Thane,Mar 2022,Comprehensive,Petrol,7 Seats,"24,000 Kms",Thane,First Owner,999 cc,Automatic,2022,999 cc,71.01 bhp,18.2 kmpl,Petrol,,7,,,,,,,,,,
2018 Maruti Ciaz Zeta AT,₹6.51 Lakh,"West, Thane",Dec 2018,Comprehensive,Petrol,5 Seats,"76,746 Kms",Mumbai,First Owner,1462 cc,Automatic,2018,1462 cc,103.25 bhp,20.04 kmpl,Petrol,,,,,,510 Litres,,,,,,
2018 Jaguar F-Pace Prestige 2.0 AWD,₹35.50 Lakh,"Andheri West, Mumbai",Sept 2018,Comprehensive,Diesel,5 Seats,"58,100 Kms",Pune,Second Owner,1999 cc,Automatic,2018,1999 cc,177 bhp,16.38 kmpl,,213mm,5,FWD,,,,,,,,,
2018 Jeep Compass 1.4 Limited Plus,₹12.12 Lakh,"Ghatkopar West, Mumbai",Oct 2018,Comprehensive,Petrol,5 Seats,"42,049 Kms",Mumbai,First Owner,1368 cc,Automatic,2018,1368 cc,160.77 bhp,14.1 kmpl,,178mm,5,4X2,,,,,,,,,
2024 Kia Carnival Limousine Plus,₹76.50 Lakh,"Borivali West, Mumbai",Nov 2024,Zero Dep,Diesel,7 Seats,648 Kms,Mumbai,First Owner,2151 cc,Automatic,2024,2151 cc,190 bhp,,Diesel,,7,,,8,,,,,,,
2014 Mercedes-Benz CLA 200 CDI Sport,₹14.50 Lakh,"Antop Hill, Mumbai",Aug 2014,Comprehensive,Diesel,5 Seats,"66,000 Kms",panvel,Second Owner,2143 cc,Automatic,2014,2143 cc,136 bhp,,Diesel,,5,FWD,,,,,,,,,220 kmph
2018 Maruti Baleno Delta Diesel,₹5.68 Lakh,"Ghatkopar West, Mumbai",Jul 2018,Comprehensive,Diesel,5 Seats,"19,629 Kms",Thane,First Owner,1248 cc,Manual,2018,1248 cc,74 bhp,27.39 kmpl,Diesel,,,,,2,,,,,,,
2023 Mahindra Thar LX Convert Top Diesel AT,₹17.57 Lakh,"Antop Hill, Mumbai",Jul 2023,Expired,Diesel,4 Seats,"20,342 Kms",Azamgarh,First Owner,2184 cc,Automatic,2023,2184 cc,130.07 bhp,9 kmpl,,226 mm,4,4WD,,,,,,,,4 Star,
2016 Maruti Wagon R AMT VXI,₹3.40 Lakh,"Nerul, Navi Mumbai",Jul 2016,Comprehensive,Petrol,5 Seats,"49,000 Kms",Mumbai,First Owner,998 cc,Automatic,2016,998 cc,67 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,,
2023 MG Hector Sharp CVT,₹19.75 Lakh,"Mira Road (e), Thane",Oct 2023,Comprehensive,Petrol,5 Seats,"5,893 Kms",230B,First Owner,1451 cc,Automatic,2023,1451 cc,141 bhp,9 kmpl,,192mm,5,FWD,,,,,,,,,
2021 Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,₹46.90 Lakh,"Khar (w), Mumbai",Feb 2021,Comprehensive,Diesel,5 Seats,"37,000 Kms",Mumbai,First Owner,1999 cc,Automatic,2021,1999 cc,245.4 bhp,,Diesel,,5,AWD,,8,,,,,,,
2020 Hyundai Venue SX Turbo iMT,₹7.84 Lakh,"West, Thane",Sept 2020,Comprehensive,Petrol,5 Seats,"42,921 Kms",panvel,First Owner,998 cc,Manual,2020,998 cc,118.35 bhp,18 kmpl,Petrol,,,FWD,,,,,,,,,
2016 Hyundai Creta 1.6 VTVT AT SX Plus,₹7.50 Lakh,"Bazargate, Mumbai",Nov 2016,Comprehensive,Petrol,5 Seats,"81,000 Kms",Pimpri chinchwad,Second Owner,1591 cc,Automatic,2016,1591 cc,121.3 bhp,13 kmpl,,190mm,5,FWD,,,,,,,,,
2017 Hyundai Creta 1.6 SX Diesel,₹8.52 Lakh,"Kandivali East, Mumbai",Sept 2017,Comprehensive,Diesel,5 Seats,"66,049 Kms",Navi Mumbai,First Owner,1582 cc,Manual,2017,1582 cc,126.2 bhp,20.5 kmpl,Diesel,,5,FWD,,,,,,,,,
2019 Maruti Ciaz Petrol,₹7.73 Lakh,"Dadar, Mumbai",Jun 2019,Comprehensive,Diesel,,"44,197 Kms",Mumbai,First Owner,1248 cc,Manual,2019,1248 cc,88.5 bhp,,Diesel,,,,,,,,,,,,
2021 Maruti S-Presso VXI Opt CNG,₹4.59 Lakh,"West, Thane",Aug 2021,Comprehensive,CNG,4 Seats,"23,450 Kms",kalyan,First Owner,998 cc,Manual,2021,998 cc,58.33 bhp,,CNG,,,,3565,2,,,,,,,
2016 Honda City i VTEC VX Option,₹5.65 Lakh,"Andheri West, Mumbai",Oct 2016,Comprehensive,Petrol,5 Seats,"78,000 Kms",Mumbai,First Owner,1497 cc,Manual,2016,1497 cc,117.3 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2022 Maruti Wagon R ZXI Plus AT Dual tone BSVI,₹6.40 Lakh,"Andheri, Mumbai",Nov 2022,Comprehensive,Petrol,5 Seats,"27,000 Kms",Mumbai,First Owner,1197 cc,Automatic,2022,1197 cc,88.50 bhp,24.43 kmpl,Petrol,,,,,2,,,,,,,
2022 BMW X3 2022-2025 xDrive30i M Sport,₹66 Lakh,"Khar Delivery, Mumbai",Oct 2022,Comprehensive,Petrol,5 Seats,"32,000 Kms",Mumbai,First Owner,1998 cc,Automatic,2022,1998 cc,248.08 bhp,13.17 kmpl,Petrol,,5,4WD,,,,,,,,,
2014 Nissan Sunny XL CVT,₹3.51 Lakh,"Andheri East, Mumbai",Dec 2014,Expired,Petrol,5 Seats,"27,000 Kms",Mumbai,First Owner,1498 cc,Automatic,2014,1498 cc,99.61 bhp,17.97 kmpl,Petrol,,,,,,,,,,,,
2012 Jaguar XF 3.0 Litre S Premium Luxury,₹8.99 Lakh,"Juhu, Mumbai",Feb 2012,Comprehensive,Diesel,5 Seats,"89,000 Kms",Mumbai,Second Owner,2993 cc,Automatic,2012,2993 cc,270.9 bhp,,Diesel,,,RWD,,,,,,,,,250 kmph
2019 Kia Seltos GTX Plus Diesel AT,₹13.50 Lakh,Vashi,2019,Expired,Diesel,5 Seats,"70,000 Kms",,First Owner,1493 cc,Automatic,2019,1493 cc,113.43 bhp,18 kmpl,Diesel,,5,FWD,,,,,,,,,
2015 Maruti Ciaz ZXi,₹4.98 Lakh,"Kandivali East, Mumbai",Oct 2015,Comprehensive,Petrol,5 Seats,"49,280 Kms",Pune,First Owner,1373 cc,Manual,2015,1373 cc,91.1 bhp,20.73 kmpl,Petrol,,,,,,,,,,,,
2020 Mahindra Bolero B6 Opt BSVI,₹8.99 Lakh,"West, Thane",Dec 2020,Comprehensive,Diesel,7 Seats,"1,70,000 Kms",Pune,First Owner,1493 cc,Manual,2020,1493 cc,74.96 bhp,16 kmpl,Diesel,,,RWD,,,,,,,,,
2017 Tata Tiago 1.2 Revotron XZ,₹3.50 Lakh,"Vikhroli, Mumbai",Jun 2017,Comprehensive,Petrol,5 Seats,"59,371 Kms",Thane,Second Owner,1199 cc,Manual,2017,1199 cc,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,,
2017 Honda Jazz V CVT,₹5.40 Lakh,Thane,May 2017,Comprehensive,Petrol,5 Seats,"58,270 Kms",Thane,First Owner,1199 cc,Automatic,2017,1199 cc,88.7 bhp,18.2 kmpl,Petrol,,,,,2,,,,,,,
2014 Honda Amaze S AT i-Vtech,₹3.50 Lakh,"Apna Bazar, Thane",Dec 2014,Comprehensive,Petrol,5 Seats,"42,000 Kms",Mumbai,Second Owner,1198 cc,Automatic,2014,1198 cc,86.7 bhp,15.5 kmpl,Petrol,,,,,,,,,,,,
2016 Honda Amaze S CVT i-VTEC,₹4.85 Lakh,"Ghatkopar East, Mumbai",May 2016,Comprehensive,Petrol,5 Seats,"88,136 Kms",Mumbai,First Owner,1199 cc,Automatic,2016,1199 cc,88.7 bhp,18.1 kmpl,Petrol,,,,,,,,,,,,
2019 Honda Jazz VX CVT,₹6.25 Lakh,"Andheri East, Mumbai",Jul 2019,Comprehensive,Petrol,5 Seats,"36,000 Kms",Mumbai,First Owner,1199 cc,Automatic,2019,1199 cc,88.7 bhp,18.2 kmpl,Petrol,,,,,2,,,,,,,
2017 Renault KWID 1.0 AMT RXT,₹3.25 Lakh,"Andheri East, Mumbai",Mar 2017,Comprehensive,Petrol,5 Seats,"15,000 Kms",Mumbai,First Owner,999 cc,Automatic,2017,999 cc,67 bhp,24.04 kmpl,Petrol,,,,,1,,,,,,,
2022 Maruti S Cross Alpha AT,₹9.95 Lakh,"Vileparle(west) S.o, Mumbai",Feb 2022,Zero Dep,Petrol,5 Seats,"15,400 Kms",Mumbai,First Owner,1462 cc,Automatic,2022,1462 cc,103.25 bhp,18.43 kmpl,Petrol,,5,FWD,,,,,,,,,
2019 Maruti Ciaz Petrol,₹7.11 Lakh,"Navi, Mumbai",Aug 2019,Comprehensive,Diesel,,"37,605 Kms",Mumbai,First Owner,1248 cc,Manual,2019,1248 cc,88.5 bhp,,Diesel,,,,,,,,,,,,
2016 Honda City i VTEC CVT SV,₹5.99 Lakh,"Airoli, Navi Mumbai",May 2016,Comprehensive,Petrol,5 Seats,"44,700 Kms",Mumbai,First Owner,1497 cc,Automatic,2016,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2021 Renault Triber RXL EASY-R AMT,₹5.69 Lakh,"West, Thane",Mar 2021,Third Party,Petrol,7 Seats,"15,852 Kms",kalyan,First Owner,999 cc,Automatic,2021,999 cc,71 bhp,18.2 kmpl,Petrol,,7,,,,,,,,,,
2015 Honda CR-V 2.0L 2WD AT,₹7.25 Lakh,"Andheri West, Mumbai",Mar 2015,Comprehensive,Petrol,5 Seats,"68,000 Kms",Mumbai,First Owner,1997 cc,Automatic,2015,1997 cc,153.86 bhp,13.7 kmpl,,185mm,7,FWD,,,,,,,,,
2021 Kia Carnival Premium,₹22.45 Lakh,"Andheri East, Mumbai",Aug 2021,Comprehensive,Diesel,7 Seats,"45,000 Kms",Mumbai,Second Owner,2199 cc,Automatic,2021,2199 cc,197.2 bhp,,Diesel,,7,,,2,,,,,,,
2012 Hyundai Verna 1.6 VTVT SX,₹3.81 Lakh,"West, Thane",Oct 2012,Comprehensive,Petrol,5 Seats,"65,932 Kms",Mumbai,First Owner,1591 cc,Manual,2012,1591 cc,121.3 bhp,17.01 kmpl,Petrol,,,,,,,,,,,,
2014 Ford Ecosport 1.5 Ti VCT MT Ambiente,₹4.99 Lakh,"Airoli, Navi Mumbai",Jan 2014,Comprehensive,Petrol,5 Seats,"64,000 Kms",panvel,First Owner,1499 cc,Manual,2014,1499 cc,110 bhp,15.8 kmpl,,200mm,,FWD,,,,,,,,,
2016 Mercedes-Benz E-Class E 200 CGI,₹32.75 Lakh,"Andheri East, Mumbai",Mar 2016,Comprehensive,Petrol,5 Seats,"28,000 Kms",Mumbai,First Owner,1991 cc,Automatic,2016,1991 cc,184 bhp,,Petrol,,5,RWD,,,,,,,,,233 kmph
2022 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹7.29 Lakh,"Ghatkopar West, Mumbai",Apr 2022,Comprehensive,Petrol,5 Seats,"4,947 Kms",Mumbai,First Owner,1197 cc,Manual,2022,1197 cc,81.86 bhp,18.9 kmpl,Petrol,,,,,2,,,,,,,
2023 MG Hector Plus 1.5 Turbo Sharp Pro CVT BSVI,₹19.95 Lakh,"Kandivali West, Mumbai",Nov 2023,Expired,Petrol,6 Seats,"13,500 Kms",Mumbai,First Owner,1451 cc,Automatic,2023,1451 cc,141 bhp,12.34 kmpl,Petrol,,"6, 7",,,6,,,,,,,
2013 Mahindra Ssangyong Rexton RX7,₹5.45 Lakh,"Andheri East, Mumbai",Mar 2013,Comprehensive,Diesel,7 Seats,"75,000 Kms",Pune,Second Owner,2696 cc,Automatic,2013,2696 cc,184 bhp,11.18 kmpl,,208mm,7,AWD,,,,,,,,,
2020 Hyundai Venue SX Plus Turbo DCT,₹9.99 Lakh,"Ghatkopar East, Mumbai",Oct 2020,Expired,Petrol,5 Seats,"22,500 Kms",Pune,First Owner,998 cc,Automatic,2020,998 cc,118.35 bhp,18.15 kmpl,Petrol,,,FWD,,,,,,,,,
2019 Honda Jazz VX CVT,₹6.85 Lakh,"Borivali West, Mumbai",Nov 2019,Expired,Petrol,5 Seats,"47,000 Kms",kalyan,First Owner,1199 cc,Automatic,2019,1199 cc,88.7 bhp,18.2 kmpl,Petrol,,,,,2,,,,,,,
2017 Jeep Compass 1.4 Limited,₹10.95 Lakh,"West, Thane",Jan 2018,Expired,Petrol,5 Seats,"46,067 Kms",Mumbai,First Owner,1368 cc,Automatic,2017,1368 cc,160 bhp,16 kmpl,,178mm,5,4X2,,,,,,,,,
2013 Honda Amaze S i-VTEC,₹3.11 Lakh,"Kandivali East, Mumbai",Nov 2013,Comprehensive,Petrol,5 Seats,"63,379 Kms",Mumbai,First Owner,1198 cc,Manual,2013,1198 cc,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2012 Hyundai Santro Xing GL Plus,₹1.65 Lakh,"Antop Hill, Mumbai",Jan 2012,Expired,Petrol,5 Seats,"92,000 Kms",Mumbai,Third Owner,1086 cc,Manual,2012,1086 cc,62.1 bhp,17.92 kmpl,Petrol,,,,3565mm,,,,,,,,
2014 Maruti Swift Dzire VXI,₹3.32 Lakh,"Goregaon East, Mumbai",Jul 2014,Third Party,Petrol,5 Seats,"58,293 Kms",Mumbai,First Owner,1197 cc,Manual,2014,1197 cc,88.50 bhp,22.41 kmpl,Petrol,,,,,,378 Litres,,,,,3 Star,
2015 Hyundai i20 1.2 Anniversary Edition,₹4.95 Lakh,"Sanpada, Navi Mumbai",Oct 2015,Third Party,Petrol,5 Seats,"59,400 Kms",Mumbai,First Owner,1197 cc,Manual,2015,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,,
2016 Volkswagen Ameo Cup Edition Comfortline,₹4.12 Lakh,"Navi, Mumbai",Jul 2016,Comprehensive,Petrol,5 Seats,"32,998 Kms",Mumbai,First Owner,999 cc,Manual,2016,999 cc,75 bhp,19.44 kmpl,Petrol,,,,,2,,,,,,,
2021 Kia Seltos HTK Plus D,₹13.50 Lakh,"Andheri West, Mumbai",Feb 2021,Expired,Diesel,5 Seats,"39,000 Kms",akluj,First Owner,1493 cc,Manual,2021,1493 cc,113.43 bhp,20.8 kmpl,Diesel,,5,FWD,,,,,,,,,
2016 Honda CR-V 2.0L 2WD AT,₹8.45 Lakh,"Andheri East, Mumbai",Jan 2016,Comprehensive,Petrol,5 Seats,"51,975 Kms",panvel,First Owner,1997 cc,Automatic,2016,1997 cc,153.86 bhp,13.7 kmpl,,185mm,7,FWD,,,,,,,,,
2018 Volvo XC 90 D5 Inscription BSIV,₹48.75 Lakh,"Andheri East, Mumbai",Feb 2018,Comprehensive,Diesel,7 Seats,"35,000 Kms",Mumbai,First Owner,1969 cc,Automatic,2018,1969 cc,235 bhp,17.2 kmpl,,238mm,7,AWD,,,,,,,,,
2016 Maruti Baleno Alpha Diesel,₹5.68 Lakh,"Ghatkopar West, Mumbai",Aug 2016,Comprehensive,Diesel,5 Seats,"84,434 Kms",Mumbai,First Owner,1248 cc,Manual,2016,1248 cc,74 bhp,27.39 kmpl,Diesel,,,,,2,,,,,,,
2019 Honda City i-VTEC CVT ZX,₹8.75 Lakh,"Borivali West, Mumbai",Jan 2019,Expired,Petrol,5 Seats,"56,645 Kms",vasai,First Owner,1497 cc,Automatic,2019,1497 cc,117.6 bhp,18 kmpl,Petrol,,,,,6,,,,,,,
2017 Honda WR-V i-VTEC VX,₹6.95 Lakh,"Ghatkopar East, Mumbai",Jul 2017,Expired,Petrol,5 Seats,"56,271 Kms",Mumbai,First Owner,1199 cc,Manual,2017,1199 cc,88.7 bhp,17.5 kmpl,,188mm,,FWD,,,,,,,,,
2014 Maruti Ertiga VXI,₹5.05 Lakh,"Navi, Mumbai",May 2014,Comprehensive,Petrol,7 Seats,"1,01,260 Kms",Navi Mumbai,First Owner,1373 cc,Manual,2014,1373 cc,93.7 bhp,16.02 kmpl,Petrol,,7,,,,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹4.22 Lakh,"Navi, Mumbai",Nov 2017,Comprehensive,Petrol,5 Seats,"95,551 Kms",panvel,First Owner,1197 cc,Manual,2017,1197 cc,81.86 bhp,18.9 kmpl,Petrol,,,,,2,,,,,,,
2015 Skoda Rapid 1.5 TDI Ambition,₹4.75 Lakh,"Andheri West, Mumbai",May 2015,Third Party,Diesel,5 Seats,"44,200 Kms",Mumbai,First Owner,1498 cc,Manual,2015,1498 cc,103.52 bhp,21.14 kmpl,Diesel,,,,,,,,,,,,
2017 Maruti Baleno 1.2 CVT Zeta,₹5.40 Lakh,"Shantinagar E.D., Thane",Aug 2017,Comprehensive,Petrol,5 Seats,"31,446 Kms",Mumbai,Second Owner,1197 cc,Automatic,2017,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2016 Maruti Vitara Brezza ZDi Plus,₹7.35 Lakh,"Malad, Mumbai",Dec 2016,Comprehensive,Diesel,5 Seats,"47,047 Kms",Mumbai,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,24.3 kmpl,,198mm,,FWD,,,,,,,,,
2017 Maruti Alto 800 VXI,₹2.68 Lakh,"Ghatkopar West, Mumbai",Apr 2017,Comprehensive,Petrol,5 Seats,"42,452 Kms",Mumbai,Second Owner,796 cc,Manual,2017,796 cc,47.3 bhp,24.7 kmpl,Petrol,,,,3430mm,,,,,,,,
2014 Maruti Celerio VXI AMT,₹2.72 Lakh,"Mulund West, Mumbai",Aug 2014,Comprehensive,Petrol,5 Seats,"60,524 Kms",Mumbai,Second Owner,998 cc,Automatic,2014,998 cc,65.71 bhp,26.68 kmpl,Petrol,,,,,,313 Litres,,,,,0 Star,
2019 Tata Nexon XZA Plus (O) AMT Diesel,₹7.81 Lakh,"Navi, Mumbai",Jun 2019,Comprehensive,Diesel,5 Seats,"51,335 Kms",Thane,First Owner,1497 cc,Automatic,2019,1497 cc,108.49 bhp,22.07 kmpl,Diesel,209,5,,,,,,,,,,
2016 Hyundai Grand i10 Magna,₹3.75 Lakh,Thane,May 2016,Comprehensive,Petrol,5 Seats,"64,000 Kms",Mumbai,First Owner,1197 cc,Manual,2016,1197 cc,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,,
2015 Toyota Corolla Altis 1.8 Limited Edition,₹6.25 Lakh,"Sakinaka, Mumbai",Jun 2015,Comprehensive,Petrol,5 Seats,"55,000 Kms",Mumbai,Second Owner,1798 cc,Manual,2015,1798 cc,138.03 bhp,14.28 kmpl,Petrol,,,,,,,,,,,,
2015 Hyundai Grand i10 AT Asta,₹4.79 Lakh,"Santacruz Central, Mumbai",Dec 2015,Expired,Petrol,5 Seats,"38,987 Kms",Mumbai,First Owner,1197 cc,Automatic,2015,1197 cc,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,,
2014 Toyota Etios Liva G,₹2.74 Lakh,"Kandivali East, Mumbai",Dec 2014,Third Party,Petrol,5 Seats,"63,636 Kms",Mumbai,Second Owner,1197 cc,Manual,2014,1197 cc,78.9 bhp,17.71 kmpl,Petrol,,,,3775mm,,,,,,,,
2021 Kia Sonet HTK Plus Turbo DCT,₹10.90 Lakh,"Goregaon West, Mumbai",Apr 2021,Comprehensive,Petrol,5 Seats,"29,000 Kms",Mumbai,First Owner,998 cc,Automatic,2021,998 cc,118.36 bhp,18.3 kmpl,Petrol,,,FWD,,,,,,,,,
2017 Maruti Baleno 1.2 CVT Zeta,₹5.49 Lakh,"Borivali West, Mumbai",Feb 2017,Comprehensive,Petrol,5 Seats,"29,600 Kms",Mumbai,First Owner,1197 cc,Automatic,2017,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2014 Honda City VX MT,₹5.59 Lakh,"Ghatkopar West, Mumbai",May 2014,Comprehensive,Petrol,5 Seats,"48,959 Kms",Mumbai,First Owner,1498 cc,Manual,2014,1498 cc,119.35 bhp,18.6 kmpl,Petrol,,,,,6,,,,,,,
2017 Skoda Rapid 1.6 MPI Ambition BSIV,₹4.53 Lakh,"Mulund West, Mumbai",Jun 2017,Comprehensive,Petrol,5 Seats,"51,153 Kms",Thane,First Owner,1598 cc,Manual,2017,1598 cc,103.2 bhp,15.41 kmpl,Petrol,,,,,2,,,,,,,
2021 Maruti S Cross Zeta AT,₹8.78 Lakh,"Ghatkopar West, Mumbai",Nov 2021,Comprehensive,Petrol,5 Seats,"5,741 Kms",kalyan,Second Owner,1462 cc,Automatic,2021,1462 cc,103.25 bhp,18.43 kmpl,Petrol,,,FWD,,,,,,,,,
2021 Hyundai Santro Sportz Executive CNG,₹4.24 Lakh,"Goregaon East, Mumbai",Nov 2021,Zero Dep,CNG,5 Seats,"55,895 Kms",panvel,First Owner,1086 cc,Manual,2021,1086 cc,59.18 bhp,30.48 km/kg,CNG,,,,,1,,,,,,,
2022 Maruti S-Presso VXI Opt 2019-2022,₹4.90 Lakh,"Ghatkopar East, Mumbai",Mar 2022,Comprehensive,Petrol,5 Seats,"1,400 Kms",Thane,First Owner,998 cc,Manual,2022,998 cc,67.05 bhp,21.7 kmpl,Petrol,,,,,2,,,,,,,
2019 Jeep Compass 1.4 Limited Plus BSIV,₹12.85 Lakh,"West, Thane",Mar 2019,Comprehensive,Petrol,5 Seats,"64,646 Kms",Mumbai,First Owner,1368 cc,Automatic,2019,1368 cc,160.77 bhp,16 kmpl,,178mm,5,4X2,,,,,,,,,
2017 Tata Tigor 1.2 Revotron XZ Option,₹4.89 Lakh,"West, Thane",Oct 2017,Comprehensive,Petrol,5 Seats,"15,000 Kms",Mumbai,First Owner,1199 cc,Manual,2017,1199 cc,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,,
2015 Mahindra XUV500 W8 4WD,₹6.35 Lakh,"Ins Hamla, Mumbai",Jul 2015,Comprehensive,Diesel,7 Seats,"64,000 Kms",Mumbai,First Owner,2179 cc,Manual,2015,2179 cc,140 bhp,16 kmpl,,200mm,7,AWD,,,,,,,,,
2018 Maruti Baleno 1.2 Delta,₹5.02 Lakh,"Ghatkopar West, Mumbai",Mar 2018,Comprehensive,Petrol,5 Seats,"68,778 Kms",Mumbai,First Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2018 Hyundai i20 Petrol CVT Asta,₹5.75 Lakh,"Jekegram, Thane",Jun 2018,Expired,Petrol,5 Seats,"50,000 Kms",Mumbai,Second Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,17.4 kmpl,Petrol,,,,3985mm,,,,,,,,
2017 Maruti Ignis Zeta,₹4.52 Lakh,"Navi, Mumbai",Jul 2017,Comprehensive,Petrol,5 Seats,"25,922 Kms",Mumbai,First Owner,1197 cc,Manual,2017,1197 cc,81.80 bhp,20.89 kmpl,Petrol,,,,,,260 Litres,,,,,,
2020 Kia Seltos HTK Plus G,₹9.79 Lakh,"West, Thane",Mar 2020,Comprehensive,Petrol,5 Seats,"40,493 Kms",Mumbai,First Owner,1497 cc,Manual,2020,1497 cc,113.43 bhp,16.8 kmpl,Petrol,,5,FWD,,,,,,,,,
2015 Maruti Alto K10 VXI,₹2.39 Lakh,"Ghatkopar West, Mumbai",Mar 2015,Comprehensive,Petrol,5 Seats,"1,01,495 Kms",Mumbai,First Owner,998 cc,Manual,2015,998 cc,67.05 bhp,23.95 kmpl,Petrol,,,,,1,,,,,,,
2018 Hyundai Creta 1.6 VTVT AT SX Plus,₹8.75 Lakh,"Matunga West, Mumbai",Mar 2018,Comprehensive,Petrol,5 Seats,"38,001 Kms",Mumbai,Second Owner,1591 cc,Automatic,2018,1591 cc,121.3 bhp,13 kmpl,,190mm,5,FWD,,,,,,,,,
2022 Maruti XL6 Zeta CNG BSVI,₹11.50 Lakh,"Mira Road (e), Thane",Nov 2022,Comprehensive,CNG,6 Seats,"27,000 Kms",Mumbai,First Owner,1462 cc,Manual,2022,1462 cc,86.63 bhp,,CNG,,6,,,4,,,,,,,
2022 Tata Nexon EV XZ Plus Dark Edition,₹9.50 Lakh,"Matunga West, Mumbai",Aug 2022,Comprehensive,Electric,5 Seats,"21,459 Kms",Mumbai,First Owner,,Automatic,2022,,127 bhp,,,,5,,,,,312 km,30.2 kWh,60 Mins,9.16 Hours,5 Star,
2019 Renault Triber RXZ BSIV,₹5.95 Lakh,"West, Thane",Jan 2020,Expired,Petrol,7 Seats,"38,992 Kms",Mumbai,First Owner,999 cc,Manual,2019,999 cc,72 bhp,20 kmpl,Petrol,,7,,,,,,,,,,
2015 Honda City i VTEC CVT VX,₹5.75 Lakh,"Antop Hill, Mumbai",Aug 2015,Expired,Petrol,5 Seats,"76,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2015,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2014 Hyundai Grand i10 Magna,₹3.50 Lakh,"Thurbe, Navi Mumbai",Aug 2014,Comprehensive,Petrol,5 Seats,"23,000 Kms",Mumbai,First Owner,1197 cc,Manual,2014,1197 cc,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,,
2012 Volkswagen Vento 1.5 TDI Comfortline,₹3.75 Lakh,"West, Thane",Nov 2014,Comprehensive,Diesel,5 Seats,"37,776 Kms",Thane,First Owner,1498 cc,Manual,2012,1498 cc,103.2 bhp,20.34 kmpl,Diesel,,,,,,,,,,,,
2018 Renault KWID 1.0 AMT RXT,₹3.15 Lakh,"Kandivali East, Mumbai",Mar 2018,Comprehensive,Petrol,5 Seats,"63,439 Kms",vasai,First Owner,999 cc,Automatic,2018,999 cc,67 bhp,24.04 kmpl,Petrol,,,,,1,,,,,,,
2023 Skoda Slavia 1.0 TSI Ambition,₹13.80 Lakh,"Antop Hill, Mumbai",Mar 2023,Comprehensive,Petrol,5 Seats,"20,000 Kms",vasai,First Owner,999 cc,Manual,2023,999 cc,113.98 bhp,20.32 kmpl,Petrol,,,,,,521 Litres,,,,,5 Star,
2020 Renault KWID Climber 1.0 MT Opt,₹4.45 Lakh,"West, Thane",Dec 2020,Comprehensive,Petrol,5 Seats,"13,372 Kms",Thane,First Owner,999 cc,Manual,2020,999 cc,67 bhp,21.74 kmpl,Petrol,,,,,2,,,,,,,
