Year of Manufacture,Kms Driven,Power,Mileage,Engine Displacement,Brand,Model,Transmission,Fuel Type,City,price
2017,84542,108.91762795275592,22.0,814.0,Hyundai,EON Magna,Manual,Petrol,Ahmedabad,284000
2015,107724,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Ahmedabad,408000
2019,61000,81.86,18.9,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Ahmedabad,525000
2014,106000,140.0,15.1,2179.0,Mahindra,XUV500 W8 2WD,Manual,Diesel,Ahmedabad,490000
2012,33000,55.2,21.1,814.0,Hyundai,EON Era Plus,Manual,Petrol,Ahmedabad,231000
2018,26477,47.33,22.05,796.0,Maruti,Alto 800 LXI,Manual,Petrol,Ahmedabad,282000
2016,55515,74.0,16.2,1199.0,Volkswagen,Polo 1.2 MPI Highline,Manual,Petrol,Ahmedabad,411000
2018,127363,121.36,17.0,1497.0,Ford,Ecosport 1.5 Petrol Trend BSIV,Manual,Petrol,Coimbatore,540000
2018,80000,261.4,19.529431028174166,2993.0,BMW,6 Series GT 630d M Sport 2018-2021,Automatic,Diesel,Coimbatore,280000
2015,50000,98.6,26.0,1498.0,Honda,City i DTEC SV,Manual,Diesel,Ahmedabad,500000
2022,9759,46.3,19.7,796.0,Maruti,Alto 800 LXi,Manual,Petrol,Ahmedabad,373000
2016,96000,108.91762795275592,19.529431028174166,2143.0,Mercedes-Benz,GLE 250d,Automatic,Diesel,New Delhi,3390000
2017,70000,170.0,17.1,1956.0,Jeep,Compass 2.0 Longitude BSIV,Manual,Diesel,Coimbatore,600000
2013,120000,126.3,22.32,1582.0,Hyundai,Verna 1.6 CRDi EX AT,Automatic,Diesel,Coimbatore,250000
2021,45130,88.77,23.64,1497.0,Tata,Altroz XZ Diesel,Manual,Diesel,Ahmedabad,675000
2023,30000,72.0,26.49,1199.0,Tata,Tiago NRG XT CNG,Manual,CNG,Coimbatore,650000
2011,112500,103.6,15.04,1598.0,Volkswagen,Vento Petrol Comfortline,Manual,Petrol,Ahmedabad,280000
2023,20000,157.81,19.529431028174166,1482.0,Kia,Carens Luxury iMT,Automatic,Petrol,Coimbatore,1100000
2019,69834,94.93,18.5,1194.0,Ford,Freestyle Titanium,Manual,Petrol,Ahmedabad,480999
2018,96825,108.91762795275592,19.529431028174166,998.0,Maruti,Celerio VXI CNG,Manual,CNG,Ahmedabad,400000
2015,71456,83.14,20.85,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Ahmedabad,440000
2019,50000,83.1,21.4,1197.0,Maruti,Baleno 1.2 Sigma,Manual,Petrol,Coimbatore,390000
2016,75000,74.0,26.59,1248.0,Maruti,Swift Dzire VDI,Manual,Diesel,Ahmedabad,499000
2020,34000,81.86,18.4,1197.0,Kia,Sonet HTK Plus BSVI,Manual,Petrol,Ahmedabad,850000
2015,39000,67.04,20.51,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Ahmedabad,350000
2011,65000,108.91762795275592,18.0,1248.0,Tata,Indica Aqua 1.3 Quadrajet,Manual,Diesel,Ahmedabad,125000
2017,36000,88.7,19.0,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Ahmedabad,550000
2017,45985,67.0,21.74,999.0,Renault,KWID 1.0 RXT Opt,Manual,Petrol,Ahmedabad,297000
2014,70000,82.0,18.9,1197.0,Hyundai,Grand i10 Magna,Manual,Petrol,Coimbatore,250000
2015,26000,86.7,18.0,1198.0,Honda,Amaze S i-Vtech,Manual,Petrol,Ahmedabad,425000
2020,40000,121.3,15.8,1591.0,Hyundai,Creta 1.6 EX Petrol,Manual,Petrol,Coimbatore,750000
2023,6000,74.96,16.0,1493.0,Mahindra,Bolero B6 BSVI,Manual,Diesel,Ahmedabad,1075000
2016,45983,116.3,16.8,1497.0,Honda,City V MT,Manual,Petrol,Ahmedabad,546000
2017,40000,88.5,24.3,1248.0,Maruti,Vitara Brezza VDi Option,Manual,Diesel,Ahmedabad,750000
2023,11519,187.74,10.14,1984.0,Audi,Q3 Premium Plus,Automatic,Petrol,Ahmedabad,3950000
2012,70000,47.3,22.74,796.0,Maruti,Alto 800 LXI,Manual,Petrol,Coimbatore,128000
2014,61000,88.7,17.57,1193.0,Tata,Zest Revotron 1.2 XT,Manual,Petrol,Ahmedabad,240000
2016,160000,174.5,12.9,2755.0,Toyota,Fortuner 2.8 2WD AT BSIV,Automatic,Diesel,Coimbatore,1350000
2019,100000,113.43,20.8,1493.0,Kia,Seltos HTX Diesel,Manual,Diesel,Coimbatore,1000000
2016,30714,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,Manual,Petrol,Ahmedabad,365000
2020,50184,141.0,13.96,1451.0,MG,Hector Sharp DCT,Automatic,Petrol,Ahmedabad,1127000
2020,33201,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,Manual,Petrol,Ahmedabad,545000
2017,67000,74.02,28.4,1248.0,Maruti,Swift Dzire AMT VDI,Automatic,Diesel,Ahmedabad,595000
2017,150000,98.59,22.77,1498.0,Ford,Ecosport 1.5 TDCi Titanium Plus BSIV,Manual,Diesel,Coimbatore,434999
2015,40000,86.8,19.4,1198.0,Honda,Brio S MT,Manual,Petrol,Ahmedabad,225000
2017,66500,74.02,28.4,1248.0,Maruti,Swift Dzire AMT VDI,Automatic,Diesel,Ahmedabad,575000
2017,58000,126.2,17.01,1582.0,Hyundai,Creta 1.6 CRDi AT SX Plus,Automatic,Diesel,Ahmedabad,950000
2017,76023,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi Plus,Manual,Diesel,Ahmedabad,737000
2018,70497,88.5,28.09,1248.0,Maruti,Ciaz Delta Diesel,Automatic,Diesel,Ahmedabad,561000
2017,50000,108.91762795275592,19.529431028174166,1197.0,Hyundai,Xcent 1.2 VTVT E Plus,Manual,Petrol,Coimbatore,300000
2015,71200,88.7,20.14,1498.0,Volkswagen,Polo Exquisite 1.5 TDI Highline,Manual,Diesel,Ahmedabad,399000
2019,67352,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Ahmedabad,423000
2021,84000,98.6,23.7,1493.0,Hyundai,Venue S Diesel,Manual,Diesel,Ahmedabad,865000
2018,66000,74.02,28.4,1248.0,Maruti,Swift Dzire VDI,Manual,Diesel,Ahmedabad,650000
2018,34405,68.0,20.3,1086.0,Hyundai,Santro Sportz AMT BSIV,Automatic,Petrol,Ahmedabad,418000
2014,150000,174.33,19.529431028174166,1968.0,Audi,Q3 35 TDI Quattro Premium,Automatic,Diesel,Coimbatore,830000
2019,69874,117.6,18.0,1497.0,Honda,City i-VTEC CVT VX,Automatic,Petrol,Ahmedabad,753000
2017,86000,188.0,19.529431028174166,1995.0,BMW,X1 sDrive20d Expedition,Automatic,Diesel,Ahmedabad,1875000
2013,40000,85.8,19.1,1197.0,Maruti,Swift Dzire ZXI,Manual,Petrol,Coimbatore,350000
2019,47970,88.76,18.3,1199.0,Honda,Amaze V CVT Petrol,Automatic,Petrol,Ahmedabad,647000
2015,98000,258.0,19.529431028174166,2993.0,BMW,X5 xDrive 30d,Automatic,Diesel,New Delhi,2790000
2023,10000,71.01,19.17,999.0,Renault,Kiger RXZ,Manual,Petrol,Coimbatore,675000
2020,52000,81.8,22.0,1197.0,Maruti,Swift AMT VXI BSIV,Automatic,Petrol,Ahmedabad,635000
2019,30000,84.0,20.3,1199.0,Tata,Tigor 1.2 Revotron XZ,Manual,Petrol,Coimbatore,465000
2017,77000,74.0,26.59,1248.0,Maruti,Swift Dzire VDI,Manual,Diesel,Ahmedabad,555000
2020,32287,85.8,18.6,1197.0,Maruti,Swift VXI,Manual,Petrol,Ahmedabad,557000
2018,69500,83.1,21.4,1197.0,Maruti,Baleno 1.2 Delta,Manual,Petrol,Ahmedabad,411000
2016,76000,108.91762795275592,19.529431028174166,1197.0,Hyundai,Xcent 1.2 Kappa S,Manual,Petrol,Ahmedabad,395000
2017,57000,108.91762795275592,19.529431028174166,1248.0,Maruti,Swift Dzire AMT ZDI,Automatic,Diesel,Ahmedabad,625000
2014,40000,102.57,13.24,1598.0,Renault,Duster Petrol RxL,Manual,Petrol,Ahmedabad,361000
2016,84000,140.0,15.1,2179.0,Mahindra,XUV500 W6 2WD,Manual,Diesel,Ahmedabad,775000
2022,5500,65.71,25.24,998.0,Maruti,Celerio VXI BSVI,Manual,Petrol,Ahmedabad,490000
2021,61000,84.82,19.28,1199.0,Tata,Tigor XZ BSVI,Manual,Petrol,Ahmedabad,750000
2017,48000,121.31,17.0,1497.0,Ford,Ecosport 1.5 Petrol Titanium BSIV,Manual,Petrol,Ahmedabad,650000
2015,90000,82.0,18.9,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Coimbatore,320000
2014,71000,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Ahmedabad,395000
2022,18000,81.86,20.7,1197.0,Hyundai,Grand i10 Nios Sportz Dual Tone,Manual,Petrol,Ahmedabad,675000
2013,90000,184.0,19.529431028174166,1995.0,BMW,X1 sDrive20d,Automatic,Diesel,Coimbatore,550000
2019,71000,81.86,18.6,1197.0,Hyundai,i20 Sportz Plus BSIV,Manual,Petrol,Ahmedabad,650000
2015,40099,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Ahmedabad,447000
2022,21010,87.0,20.09,1199.0,Tata,Punch Adventure,Manual,Petrol,Ahmedabad,652000
2016,118513,126.2,23.9,1582.0,Hyundai,Verna 1.6 CRDi SX,Manual,Diesel,Ahmedabad,575000
2019,72132,104.5,14.99,1498.0,Renault,Duster Petrol RXS CVT,Automatic,Petrol,Ahmedabad,644000
2012,150000,67.1,18.9,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Coimbatore,165000
2017,69584,65.71,24.39,998.0,Maruti,Alto K10 VXI,Manual,Petrol,Ahmedabad,260000
2014,48091,88.5,22.38,1197.0,Maruti,Swift LXI,Manual,Petrol,Ahmedabad,345000
2015,56000,82.0,19.1,1197.0,Hyundai,Xcent 1.2 Kappa SX,Manual,Petrol,Ahmedabad,375000
2017,120000,81.86,17.0,1197.0,Hyundai,Grand i10 1.2 Kappa Era,Manual,Petrol,Coimbatore,305000
2018,58000,67.06,20.63,1198.0,Datsun,GO Remix Limited Edition,Manual,Petrol,Ahmedabad,260000
2022,10680,67.0,24.04,999.0,Renault,KWID 1.0 AMT RXT,Automatic,Petrol,Ahmedabad,480000
2014,59000,47.3,22.74,796.0,Maruti,Alto 800 LXI,Manual,Petrol,Ahmedabad,190000
2021,37566,103.25,18.55,1462.0,Maruti,S Cross Zeta,Manual,Petrol,Ahmedabad,803999
2011,77800,116.3,16.8,1497.0,Honda,City V MT,Manual,Petrol,Ahmedabad,273000
2022,19704,75.0,18.78,999.0,Volkswagen,Polo 1.0 MPI Trendline,Manual,Petrol,Ahmedabad,591000
2020,94093,81.8,21.01,1197.0,Maruti,Baleno Zeta,Manual,Petrol,Ahmedabad,552000
2023,39000,147.51,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 VX 8Str,Manual,Diesel,Ahmedabad,2450000
2022,48214,108.91762795275592,19.529431028174166,1998.0,Audi,A4 Premium Plus,Automatic,Petrol,Ahmedabad,3150000
2019,90083,59.17,30.48,1086.0,Hyundai,Santro Sportz CNG,Manual,CNG,Ahmedabad,451999
2017,51000,108.91762795275592,19.529431028174166,1199.0,Honda,WR-V i-VTEC VX,Manual,Petrol,Ahmedabad,650000
2012,81000,140.0,15.1,2179.0,Mahindra,XUV500 W8 FWD,Manual,Diesel,Coimbatore,380000
2015,79000,108.91762795275592,19.529431028174166,1598.0,Skoda,Rapid 1.6 MPI Ambition,Manual,Petrol,Ahmedabad,490000
2013,150000,70.0,24.0,1120.0,Hyundai,Grand i10 CRDi Asta Option,Manual,Diesel,Coimbatore,325000
2024,10000,130.07,9.0,2184.0,Mahindra,Thar LX Hard Top MLD Diesel AT,Automatic,Diesel,Coimbatore,1650000
2021,27174,108.62,16.82,1197.0,Mahindra,XUV300 W8 BSVI,Manual,Petrol,Ahmedabad,869999
2011,90000,73.9,19.3,1248.0,Maruti,Swift Dzire VDi,Manual,Diesel,Coimbatore,204999
2012,66000,85.8,18.6,1197.0,Maruti,Swift VXI,Manual,Petrol,Ahmedabad,350000
2020,55000,88.76,18.6,1199.0,Honda,Amaze S Petrol,Manual,Petrol,Ahmedabad,575000
2015,70000,68.05,19.81,1086.0,Hyundai,i10 Magna 1.1L,Manual,Petrol,Coimbatore,272000
2022,40000,70.67,26.78,1197.0,Maruti,Eeco 5 Seater AC CNG BSVI,Manual,CNG,Coimbatore,530000
2016,79071,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 1.2 Sportz,Manual,Petrol,Ahmedabad,450000
2017,60000,71.0,24.4,1120.0,Hyundai,Xcent 1.1 CRDi S,Manual,Diesel,Ahmedabad,525000
2018,71418,67.0,21.74,999.0,Renault,KWID 1.0 RXT Opt,Manual,Petrol,Ahmedabad,276000
2017,59369,67.1,23.95,998.0,Maruti,Alto K10 VXI AGS Optional,Automatic,Petrol,Ahmedabad,293000
2016,65000,86.8,19.4,1198.0,Honda,Brio S MT,Manual,Petrol,Ahmedabad,375000
2021,26459,46.3,19.7,796.0,Maruti,Alto 800 LXi,Manual,Petrol,Ahmedabad,341000
2018,71000,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Ahmedabad,590000
2018,81000,126.2,17.01,1582.0,Hyundai,Creta 1.6 CRDi AT SX Plus,Automatic,Diesel,Ahmedabad,1075000
2013,75000,70.0,24.0,1120.0,Hyundai,Grand i10 CRDi Magna,Manual,Diesel,Ahmedabad,360000
2018,48000,148.0,19.529431028174166,1968.0,Skoda,Kodiaq 2.0 TDI Style,Automatic,Diesel,Ahmedabad,1900000
2015,59214,86.7,18.0,1198.0,Honda,Amaze S i-Vtech,Manual,Petrol,Ahmedabad,367000
2016,80000,67.0,23.01,999.0,Renault,KWID 1.0 RXT Optional,Manual,Petrol,Coimbatore,200000
2014,136000,190.0,19.529431028174166,1995.0,BMW,5 Series 520d Luxury Line,Automatic,Diesel,Ahmedabad,1600000
2011,90000,108.91762795275592,17.0,1497.0,Honda,City 1.5 E MT,Manual,Petrol,Coimbatore,175000
2013,70000,86.8,19.4,1198.0,Honda,Brio VX,Manual,Petrol,Coimbatore,275000
2023,16000,81.86,18.4,1197.0,Kia,Sonet HTK Plus,Manual,Petrol,Ahmedabad,1000000
2012,120712,74.0,28.4,1248.0,Maruti,Swift VDI,Manual,Diesel,Ahmedabad,330000
2022,14700,167.67,16.35,1956.0,Tata,Harrier XZ Plus BSVI,Manual,Diesel,Ahmedabad,1350000
2016,36000,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Ahmedabad,575000
2023,31000,241.3,14.11,1984.0,Audi,A6 45 TFSI Technology BSVI,Automatic,Petrol,Ahmedabad,4900000
2022,47000,214.5,19.16,2487.0,Toyota,Camry Hybrid 2.5,Automatic,Petrol,Ahmedabad,3100000
2013,36000,82.85,18.5,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Ahmedabad,375000
2021,53071,81.8,21.01,1197.0,Maruti,Baleno Delta,Manual,Petrol,Ahmedabad,559000
2019,58000,88.76,19.0,1199.0,Honda,Amaze S CVT Petrol BSIV,Automatic,Petrol,Ahmedabad,575000
2013,76000,103.2,16.51,1586.0,Maruti,SX4 Vxi BSIV,Manual,Petrol,Ahmedabad,250000
2018,64205,67.04,23.1,998.0,Maruti,Celerio ZXI,Manual,Petrol,Ahmedabad,325000
2010,63000,108.91762795275592,19.529431028174166,1197.0,Hyundai,i10 Asta 1.2,Manual,Petrol,Ahmedabad,275000
2023,16000,147.51,20.37,1995.0,BMW,X1 sDrive18d M Sport,Automatic,Diesel,Ahmedabad,4600000
2018,48000,108.91762795275592,19.529431028174166,796.0,Maruti,Alto 800 LXI,Manual,Petrol,Ahmedabad,275000
2023,34144,108.91762795275592,19.529431028174166,1497.0,Tata,Nexon XZ Plus HS Diesel,Manual,Diesel,Ahmedabad,943000
2016,35000,37.5,25.4,624.0,Tata,Nano Twist XTA,Automatic,Petrol,Ahmedabad,220000
2016,65000,88.7,18.7,1199.0,Honda,Jazz 1.2 S i VTEC,Manual,Petrol,Ahmedabad,434999
2022,20015,84.0,20.3,1199.0,Tata,Tigor 1.2 Revotron XZA,Automatic,Petrol,Ahmedabad,700000
2011,70000,108.91762795275592,17.0,1497.0,Honda,City 1.5 S MT,Manual,Petrol,Ahmedabad,350000
2018,55000,108.91762795275592,19.529431028174166,998.0,Maruti,Celerio ZXI Optional AMT BSIV,Automatic,Petrol,Ahmedabad,400000
2017,70000,97.9,25.6,1498.0,Honda,City i-DTEC ZX,Manual,Diesel,Ahmedabad,825000
2022,14044,81.8,20.89,1197.0,Maruti,Ignis Delta,Manual,Petrol,Ahmedabad,530000
2013,74000,116.3,16.8,1497.0,Honda,City V MT,Manual,Petrol,Ahmedabad,365000
2016,41037,46.3,19.7,796.0,Maruti,Alto 800 LXi,Manual,Petrol,Ahmedabad,267000
2017,47000,67.0,23.01,999.0,Renault,KWID 1.0 RXT,Manual,Petrol,Ahmedabad,290000
2019,78000,182.46,16.38,1995.0,Hyundai,Tucson 2.0 e-VGT 2WD AT GL Opt,Automatic,Diesel,Ahmedabad,1475000
2021,18135,108.91762795275592,19.529431028174166,1493.0,Hyundai,Alcazar Platinum 6Str Diesel AT,Automatic,Diesel,Ahmedabad,1574000
2015,35000,301.72,19.529431028174166,2979.0,BMW,Z4 sDrive 35i,Automatic,Petrol,New Delhi,4690000
2022,62000,108.91762795275592,19.529431028174166,999.0,Skoda,Kushaq 1.0 TSI Style BSVI,Manual,Petrol,Ahmedabad,1090000
2017,45000,82.0,18.15,1198.0,Mahindra,KUV 100 mFALCON G80 K6,Manual,Petrol,Ahmedabad,285000
2014,114969,86.8,19.4,1198.0,Honda,Brio S MT,Manual,Petrol,Ahmedabad,283000
2019,70200,81.8,21.21,1197.0,Maruti,Swift Dzire VXI 1.2,Manual,Petrol,Ahmedabad,550000
2022,35726,103.25,20.04,1462.0,Maruti,Ciaz Alpha AT BSVI,Automatic,Petrol,Ahmedabad,775000
2015,54110,108.91762795275592,19.529431028174166,1373.0,Maruti,Ciaz VXi Plus,Manual,Petrol,Ahmedabad,451000
2017,82000,126.2,23.9,1582.0,Hyundai,Verna 1.6 CRDi SX,Manual,Diesel,Ahmedabad,699000
2021,120000,108.91762795275592,19.529431028174166,1493.0,Hyundai,Creta SX Executive Diesel BSVI,Manual,Diesel,Coimbatore,1200000
2021,46000,108.91762795275592,19.529431028174166,1197.0,Hyundai,Aura S,Manual,Petrol,Ahmedabad,615000
2016,45000,37.5,25.4,624.0,Tata,Nano Twist XTA,Automatic,Petrol,Ahmedabad,200000
2016,106320,47.3,24.7,796.0,Maruti,Alto 800 VXI,Manual,Petrol,Ahmedabad,245000
2010,80000,108.91762795275592,19.529431028174166,1086.0,Hyundai,i10 Magna 1.1,Manual,Petrol,Coimbatore,155000
2017,62000,98.6,25.5,1498.0,Honda,WR-V i-DTEC VX,Manual,Diesel,Ahmedabad,690000
2014,50000,67.04,20.51,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Coimbatore,250000
2016,37000,108.91762795275592,19.529431028174166,1591.0,Hyundai,Creta 1.6 VTVT S,Manual,Petrol,Ahmedabad,725000
2017,45600,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Ahmedabad,545000
2016,63120,117.3,17.8,1497.0,Honda,City i VTEC SV,Manual,Petrol,Ahmedabad,620000
2015,62000,82.0,18.9,1197.0,Hyundai,Grand i10 AT Asta,Automatic,Petrol,Ahmedabad,540000
2022,47942,91.18,27.97,1490.0,Maruti,Grand Vitara Alpha Plus Hybrid CVT,Automatic,Petrol,Ahmedabad,1305000
2023,49853,113.18,17.7,1497.0,Hyundai,Verna SX Opt,Manual,Petrol,Ahmedabad,1425000
2019,80737,88.76,19.5,1199.0,Honda,Amaze S Petrol BSIV,Manual,Petrol,Ahmedabad,499000
2021,13500,113.98,17.2,999.0,Skoda,Kushaq 1.0 TSI Style 4 Airbags AT,Automatic,Petrol,Ahmedabad,1451000
2018,75000,117.6,18.0,1497.0,Honda,City i-VTEC CVT VX,Automatic,Petrol,Ahmedabad,725000
2021,68000,148.0,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 G 7 STR,Manual,Diesel,Ahmedabad,1989999
2024,5000,108.91762795275592,19.529431028174166,1493.0,Hyundai,Creta SX Opt Diesel,Manual,Diesel,Ahmedabad,1950000
2017,73000,81.8,21.21,1197.0,Maruti,Swift ZXI Plus,Manual,Petrol,Ahmedabad,530000
2013,47800,123.37,18.88,999.0,Ford,Ecosport 1.0 Ecoboost Titanium,Manual,Petrol,Ahmedabad,382000
2016,120000,108.91762795275592,19.529431028174166,1396.0,Hyundai,i20 Sportz 1.4 CRDi,Manual,Diesel,Coimbatore,470000
2021,44500,118.41,20.25,998.0,Hyundai,i20 N-Line N8 DCT BSVI,Automatic,Petrol,Ahmedabad,1150000
2016,55000,103.6,21.66,1498.0,Skoda,Rapid 1.5 TDI AT Ambition Plus,Automatic,Diesel,Ahmedabad,475000
2019,25000,88.76,19.5,1199.0,Honda,Amaze S Petrol BSIV,Manual,Petrol,Ahmedabad,625000
2016,72000,117.3,18.0,1497.0,Honda,City i VTEC CVT SV,Automatic,Petrol,Ahmedabad,590000
2019,75000,108.91762795275592,19.529431028174166,1248.0,Maruti,Ertiga ZDI Plus,Manual,Diesel,Ahmedabad,1050000
2017,69000,108.91762795275592,19.529431028174166,1999.0,Land,Rover Discovery Sport Si4 HSE,Automatic,Petrol,New Delhi,3490000
2013,60000,83.8,20.45,1461.0,Renault,Duster 85PS Diesel RxE,Manual,Diesel,Coimbatore,325000
2016,81000,108.91762795275592,19.529431028174166,2967.0,Audi,Q7 45 TDI Quattro Premium Plus,Automatic,Diesel,New Delhi,3490000
2019,61052,74.0,27.39,1248.0,Maruti,Baleno Zeta Diesel,Manual,Diesel,Ahmedabad,525000
2020,55000,148.0,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 VX 7 STR,Manual,Diesel,Ahmedabad,2095000
2022,60000,88.5,22.38,1197.0,Maruti,Swift VXI BSVI,Manual,Petrol,Coimbatore,509999
2018,57000,88.7,18.7,1199.0,Honda,Jazz 1.2 SV i VTEC,Manual,Petrol,Ahmedabad,490000
2022,25552,147.52,18.41,1498.0,Skoda,Slavia 1.5 TSI Style AT,Automatic,Petrol,Ahmedabad,1244000
2017,73000,84.0,23.84,1199.0,Tata,Tiago 1.2 Revotron XTA,Automatic,Petrol,Ahmedabad,450000
2019,95000,108.91762795275592,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 GX MT BSIV,Manual,Diesel,Ahmedabad,1798999
2022,48000,108.91762795275592,19.529431028174166,1493.0,Hyundai,Creta SX Diesel BSVI,Manual,Diesel,Ahmedabad,1650000
2012,80000,138.03,14.28,1798.0,Toyota,Corolla Altis G AT,Automatic,Petrol,Ahmedabad,550000
2016,60000,108.91762795275592,19.529431028174166,2993.0,BMW,5 Series 530d M Sport,Automatic,Diesel,Coimbatore,3000000
2013,90000,245.0,19.529431028174166,1997.0,BMW,3 Series 328i Sport Line,Automatic,Petrol,Coimbatore,800000
2015,61000,140.0,16.0,1997.0,Mahindra,XUV500 W10 1.99 mHawk,Manual,Diesel,Ahmedabad,651000
2013,14338,108.91762795275592,17.0,1197.0,Hyundai,i20 Era Petrol,Manual,Petrol,Ahmedabad,270000
2010,60000,68.05,19.81,1086.0,Hyundai,i10 Era,Manual,Petrol,Coimbatore,200000
2017,70557,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Ahmedabad,552000
2018,62000,73.97,24.0,1186.0,Hyundai,Grand i10 1.2 CRDi Magna,Manual,Diesel,Ahmedabad,495000
2016,69000,74.93,18.06,1198.0,Renault,Pulse Petrol RxL,Manual,Petrol,Ahmedabad,375000
2016,100914,126.32,22.32,1582.0,Hyundai,Verna 1.6 SX CRDI (O) AT,Automatic,Diesel,Ahmedabad,526000
2021,50000,167.67,14.6,1956.0,Tata,Harrier XZA Plus Dual Tone AT BSVI,Automatic,Diesel,Coimbatore,1450000
2012,46702,86.8,19.4,1198.0,Honda,Brio S MT,Manual,Petrol,Ahmedabad,273000
2021,29210,167.67,16.35,1956.0,Tata,Harrier XE,Manual,Diesel,Ahmedabad,1177000
2016,73700,143.0,19.529431028174166,1968.0,Audi,A3 35 TDI Attraction,Automatic,Diesel,Ahmedabad,799000
2018,45700,121.3,17.0,1591.0,Hyundai,Verna VTVT 1.6 AT SX Option,Automatic,Petrol,Ahmedabad,825000
2015,89000,168.5,12.55,2982.0,Toyota,Fortuner 4x2 AT,Automatic,Diesel,Ahmedabad,1590000
2023,21728,55.92,32.73,998.0,Maruti,S-Presso VXI CNG,Manual,CNG,Ahmedabad,448000
2022,40000,71.01,20.0,999.0,Renault,Triber RXZ BSVI,Manual,Petrol,Coimbatore,600000
2018,62000,83.1,21.4,1197.0,Maruti,Baleno 1.2 CVT Zeta,Automatic,Petrol,Ahmedabad,555000
2009,30000,68.05,19.81,1086.0,Hyundai,i10 Era,Manual,Petrol,Coimbatore,200000
2017,51000,103.5,17.21,1197.0,Volkswagen,Polo GT TSI,Automatic,Petrol,Ahmedabad,525000
2021,48908,98.63,20.0,999.0,Nissan,Magnite Turbo XL,Manual,Petrol,Ahmedabad,550000
2017,57437,46.3,19.7,796.0,Maruti,Alto 800 LXi,Manual,Petrol,Ahmedabad,260000
2013,104835,98.59,22.77,1498.0,Ford,Ecosport 1.5 TDCi Ambiente BSIV,Manual,Diesel,Ahmedabad,387000
2009,160000,108.91762795275592,17.0,1497.0,Honda,City 1.5 V AT Exclusive,Automatic,Petrol,Coimbatore,245000
2018,13916,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,Manual,Petrol,Ahmedabad,430999
2010,120000,177.6,11.7,2354.0,Honda,New Accord 2.4 A/T,Automatic,Petrol,Coimbatore,250000
2019,100000,108.91762795275592,19.529431028174166,2499.0,Lexus,NX 300h,Automatic,Petrol,Coimbatore,4000000
2014,77897,67.04,20.51,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Ahmedabad,275000
2023,20000,73.75,19.529431028174166,1440.1495461749028,Tata,Tiago EV XZ Plus Tech LUX LR,Automatic,Electric,Coimbatore,900000
2017,47001,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna AT,Automatic,Petrol,Ahmedabad,475000
2019,99662,83.1,21.4,1197.0,Maruti,Baleno 1.2 Delta,Manual,Petrol,Ahmedabad,475000
2014,104513,98.59,22.77,1498.0,Ford,Ecosport 1.5 TDCi Trend BSIV,Manual,Diesel,Ahmedabad,417000
2023,50000,114.0,24.2,1493.0,Hyundai,Venue SX Diesel,Manual,Diesel,Coimbatore,1000000
2018,75418,98.63,24.4,1498.0,Ford,Freestyle Titanium Diesel BSIV,Manual,Diesel,Ahmedabad,446000
2018,44677,108.91762795275592,19.529431028174166,1440.1495461749028,Hyundai,Xcent Petrol,Manual,Petrol,Ahmedabad,528000
2014,67000,108.91762795275592,19.529431028174166,1995.0,BMW,3 Series 320d GT Luxury Line,Automatic,Diesel,Ahmedabad,1600000
2014,114000,108.91762795275592,19.529431028174166,1248.0,Tata,Zest Quadrajet 1.3 XMA,Automatic,Diesel,Ahmedabad,204999
2014,71000,140.0,15.1,2179.0,Mahindra,XUV500 W8 2WD,Manual,Diesel,Ahmedabad,650000
